team,adjustPoints,autoPoints,cargoPoints,completeRocketRankingPoint,completedRocketFar,completedRocketNear,foulCount,foulPoints,habClimbPoints,habDockingRankingPoint,hatchPanelPoints,rp,sandStormBonusPoints,techFoulCount,teleopPoints,totalPoints,rocketLowPoints,rocketMidPoints,rocketTopPoints,rocketPoints,ownPoints
frc1080,0.0,3.0234515755794993,4.04894896376024,-0.014972957273283361,-0.015938169887655996,0.0,-0.1561256921189863,-0.36982332189694817,3.35403128441459,0.046925574617190956,0.6633466617395463,0.1997746156092772,3.0234515755794993,-0.015017432520842285,8.066326909914373,10.719955163596934,1.060210847452676,0.7452079372263138,0.5902385263810161,2.395657311060006,11.693312454538415
frc1086,0.0,3.4225482588350524,4.5400255848350355,-0.00639716293940944,0.006958777334840637,0.0,-0.0874685990005762,0.17249726658840034,3.322561534275302,-0.020921155903299075,0.711475758356222,-0.05854731971810744,3.4225482588350524,-0.021944230326465333,8.574062877466558,12.169108402890002,-0.327525138201691,-0.44939325427555415,-0.22959878747133006,-1.0065171799485733,12.456515006241558
frc122,0.0,3.994464488655547,5.02112149198265,-0.01972285850962856,-0.014020412219808957,0.0,-0.032235330983861,0.1349300131872775,4.001836829946176,0.02753843876434237,1.9948387125492244,0.2939676636203619,3.994464488655547,0.042733079516721076,11.01779703447805,15.14719153632087,0.34145959626528444,-0.13593751240316815,-0.16191575932184354,0.04360632454027357,14.724369800434694
frc1262,0.0,3.366783218519625,8.676430416149728,0.08948118686842858,0.0850349470480059,0.0,0.2590966118437253,0.07986989055311433,5.016883970983061,0.10863190809911395,6.141410910726449,1.0655246774459763,3.366783218519625,-0.03589185024227424,19.83472529785924,23.281378406931967,5.671819601103799,3.466047570665,2.6310285064322496,11.76889567820105,22.747245333028154
frc1413,0.0,3.09663686424592,6.29118743803782,-0.0006885152488022554,-0.0024654932693147706,0.0,-0.2021845675210333,1.8176404584288102,5.059440001663985,0.17586715239148007,1.7783136229325607,0.7780465294109037,3.09663686424592,-0.026202090199035404,13.12894106263436,18.04321838530909,1.5125085797450577,0.9772138425154582,-0.029340547680030755,2.460381874580486,17.0679504412347
frc1522,0.0,1.7320681172315895,3.0189682992613123,0.006222705253582187,0.003211530358344176,0.0,0.03470327061806684,1.9051517990641094,-0.05352991382332334,-0.13140969948377046,0.9800857299904812,0.20670507452243866,1.7320681172315895,-0.0282697597406844,3.9455241154284733,7.582744031724166,-0.10573090811026331,-0.3015568195486105,-0.13433703176602502,-0.5416247594249,5.82791025847202
frc1598,0.0,3.8329728870018798,1.5100024374825027,-0.012619968953317602,-0.007490372943157083,0.0,-0.3280961148155694,0.016158490721204875,0.8794046079310807,-0.021334935016436036,0.5156784497432814,-0.1807239053086159,3.8329728870018798,-0.04911739123484009,2.9050854951568628,6.754216872879957,-0.8444554524931102,0.37134585237989814,0.02690176152937856,-0.44620783858383506,8.164403247719028
frc1599,0.0,3.6287089174415494,4.212553937682685,-0.022031924831048433,-0.007867569704648176,0.0,0.39639684575821693,-0.3870086360322375,8.119461488353874,0.34773750194315894,2.6335348609198186,0.9431974390279328,3.6287089174415494,0.06672873911782631,14.965550286956379,18.207250568365687,0.7768627191015123,-0.15369666401835497,0.5067479861151865,1.1299140411983493,16.80451001506285
frc1610,0.0,5.500038675859209,1.4165295316770463,0.08109149054755632,0.08556708528074862,0.0,0.2537245640162807,0.9776259102435972,2.227676852428006,-0.06228587137933234,10.529362621919308,1.1277429135879453,5.500038675859209,0.061388832016974475,14.173569006024353,20.651233592127173,4.374402949900028,3.4110181432570394,3.0258770178007213,10.811298110957784,18.359934501681966
frc1793,0.0,3.4298224259487737,2.887185128416962,0.0030169021932689023,0.00497060108168531,0.0,-0.28421795750608103,1.8412423863003484,0.41487056454672594,-0.13324888451873595,4.517299955651176,0.533033272346155,3.4298224259487737,-0.024460905196054775,7.819355648614876,13.090420460863996,3.485557340467971,-0.36025844217014763,0.49133071224587055,3.616629610543693,12.321980093846394
frc1908,0.0,2.958832488417195,8.84500778911272,0.007397951515221632,-0.002594570075542599,0.0,-0.08272482433917275,-0.24575946025225404,4.723735067145218,0.07695111748375605,0.20326331689762936,0.7553774950533849,2.958832488417195,0.04356354974682239,13.772006173155575,16.485079201320495,0.9201770702917587,-0.07921422274271285,0.09865419100728931,0.9396170385563354,16.58694118686889
frc2106,0.0,3.8624931987326874,2.06467074849824,0.0944302263302103,0.01003806531416764,0.0,0.1073313194346075,1.6685667986838402,6.999042146365684,0.38972619258003305,4.5341801959751376,1.1516848723132016,3.8624931987326874,-0.021562033824174376,13.597893090839055,19.12895308825559,1.0659368001622562,1.027365029181123,0.39540241363385226,2.4887042429772306,17.332450635685497
frc2998,0.0,5.857084039683027,9.778117629207104,-0.010517984638049302,0.0010237652519246418,0.0,0.10530320486709077,-0.3665106299749217,4.249551642261428,0.09389580639402041,3.0913990023092035,0.7361644475148152,5.857084039683027,0.006136475152775782,17.119068273777742,22.609641683485847,0.6626932854117185,0.03495636612510448,0.12740391135520288,0.825053562892025,22.605014422484505
frc3136,0.0,4.275452590034184,5.156422371665795,-0.005619626781642623,0.00162529849091949,0.0,0.45965574162155354,0.7684014597071208,2.1003091209993525,0.21088342476784752,1.6247589204321695,0.37367821575193466,4.275452590034184,0.05812670179100744,8.881490413097316,13.925344462838625,1.4548614059854832,-0.3610726424606738,0.12279608065500658,1.2165848441798137,11.254835462147774
