team,adjustPoints,autoOwnershipPoints,autoPoints,autoQuestRankingPoint,autoRunPoints,autoScaleOwnershipSec,autoSwitchAtZero,autoSwitchOwnershipSec,endgamePoints,faceTheBossRankingPoint,foulCount,foulPoints,rp,techFoulCount,teleopOwnershipPoints,teleopPoints,teleopScaleBoostSec,teleopScaleForceSec,teleopScaleOwnershipSec,teleopSwitchBoostSec,teleopSwitchForceSec,teleopSwitchOwnershipSec,totalPoints,vaultBoostPlayed,vaultBoostTotal,vaultForcePlayed,vaultForceTotal,vaultLevitatePlayed,vaultLevitateTotal,vaultPoints,ownPoints
frc116,0.0,2.3936809335254403,6.556113919839485,0.12140323087781567,4.1624329863140375,0.2904044944725845,0.09307645187077997,0.9064359722901397,16.970955885760194,0.00460693984897161,0.698945623259427,4.833909249963746,0.3634312261444989,0.7203261790454758,50.94198992983313,83.35435371015218,1.7610839077951042,2.616469923890348,20.117413155825684,0.27895593722124196,1.7831257206861701,28.784536928991095,94.69110458919565,0.874381064557913,0.9885275977346617,0.7417919796928135,1.0023617265130196,1.1797598671557077,1.0973922546640933,15.441407894558854,81.27742285804435
frc122,0.0,1.7703074245315125,6.533015096425838,0.22051130088815665,4.762707671894328,0.22015072333692637,0.13063984607680934,0.6650029889288295,14.012197493793744,-0.01611083797042142,0.23733035927687815,9.266435757111248,0.7664421990199083,0.09871195458785781,80.1902162915089,106.71878367272458,2.6341298276817335,0.6601379232883681,43.14360323539128,2.2074469291590053,1.3400376269084846,32.20503629927691,122.53656421273449,0.7963283943198411,0.9209293134760089,0.4120494535341926,0.4801833146088789,1.0326619463732474,1.1021613493994895,12.516369887421883,111.6697297865019
frc1262,0.0,9.176997359923757,14.87920955149209,0.44301548815842356,5.702212191568351,0.6078765240821845,0.5196108236731861,3.980622155879693,36.86906167294519,0.2532845560880097,0.10452437670675845,4.592755241568277,1.426695910862401,0.05167820612645174,93.81008149058081,144.8252379803002,1.6172971656591832,1.8830395798878932,42.7976363351169,1.6461956603893022,1.4275208812395044,47.74895232941553,164.31132904138428,0.786691251922641,0.8399408974400842,0.5070969688703797,0.6931750406114598,1.358476267342965,1.296103025303257,14.146094816774001,158.93989681455773
frc1389,0.0,6.405746087951887,9.657408353217118,0.08776881353807614,3.2516622652652223,-0.004958476399632846,0.3438402689848859,3.2078315203755765,10.33496545284999,0.03665287626447093,0.014744523950062143,22.203060704086255,0.3226106489631287,0.08622960108551911,36.477494514189594,50.729833589344764,0.13940088365895323,-1.0049315565465842,-0.9507151918976868,1.460252133374805,1.0182878894225362,35.8285566890535,82.59813102680509,0.41532885936170016,0.3312023623196113,-0.10272650388198236,-0.02455971104179636,0.3855492686659954,0.4768320731832179,3.9173736223051594,59.57477034109894
frc141,0.0,0.6861358483697196,2.031647619252432,-0.057797086433464505,1.345511770882709,0.9345439300800287,-0.0658245998565199,-0.5914760058951678,6.256452651352793,-0.03160539322653042,0.14155361540142078,7.1729663039973515,0.17231982694159662,0.17267404035405223,53.64499782184002,65.81083247923561,1.0819065065456235,1.9670264558983568,26.4009205651269,3.0696340625480025,0.7665912129106038,23.092536687619553,75.02518011746061,0.6313663463790498,0.48684469533339186,0.47043298584951665,0.40077892967864787,0.2733670131841743,0.294252776196503,5.909382006042707,65.87348660407251
frc1413,0.0,1.7572748709014638,7.090663725575974,0.1902757879825878,5.333388854674512,-0.21520215630365974,0.13774785162783815,1.093839591754392,20.11326844021555,0.008423539211008432,0.494164720638264,3.2127185355894063,0.5183576715242919,-0.071058260755185,66.013858526447,105.98158287161009,3.1783177140272487,4.020045114648294,18.18011569200843,3.41302638732033,2.3919852527133467,41.242398733091065,116.25152083350994,1.1062290837435933,1.1944003890397825,1.135534013829349,1.2180154708030924,1.6821498619886592,1.5584753211466194,19.854455904947475,112.1958324828024
frc1418,0.0,10.873210388931643,15.437284842800338,0.2010576220510841,4.564074453868696,1.5482174522007865,0.34788838592675625,3.8883877422650355,28.639904826014906,0.15188682705504328,-0.25758869792149647,5.662549778789356,0.918287985811588,0.2650700478794645,94.6158493651163,131.24646761353864,0.793427333274858,0.487326931511198,42.49408646211777,0.20813481489192348,0.9386054310841772,51.1202007548318,152.32517326741015,0.45203355758088226,0.4292890102514949,0.2529141604088732,0.2587782221726425,0.8184615567857466,0.9100754520573389,7.990713422407368,145.0497591514701
frc1446,0.0,2.4892300203652535,7.444402142440338,0.1900627547536396,4.955172122075098,0.08088581393904792,0.1444202015212797,1.1637291962435798,10.160824938841358,-0.019628039317167303,0.7538900746237857,0.11041601707984038,0.41998153171163866,0.5600173407273888,45.93671458612206,57.903371391152184,-1.2592819113832692,-0.02309929957930181,6.812137038969325,0.8154890391225024,-0.7531827768904132,39.56837041941343,65.46363668269467,-0.05494853039182168,-0.009607070860959983,-0.1195613872452808,-0.041056280771096854,0.37284983209194345,0.41182972486979996,1.8058318661887112,58.05139437519698
frc1522,0.0,2.230143682617592,6.791873453928079,0.10225205922300057,4.561729771310489,-0.002307166489188998,0.14003036069579186,1.1173790077979868,20.81468879085642,0.11951743440175015,0.05669612849658186,2.1700082429282275,0.7354125861677345,0.190719596537858,66.51409765993508,94.24437656498193,0.9684715793760047,0.07039989804011473,22.953946337626505,2.3879186832868697,1.3770320871312691,40.20376105964574,103.1588916083564,0.4696090999133648,0.4573786104047599,0.14796648883647512,0.17966970423593884,0.8469578109600896,0.7460697081973736,6.915590114190351,99.10231861109774
frc1598,0.0,1.3749860455968257,3.5321094603344507,0.02106899270239604,2.157123414737615,0.05639272783500353,0.14423002833639526,0.6311002949634091,6.8382671348953865,-0.04842982859515852,0.034212170805020196,12.460061800316389,-0.14143822766275171,-0.012441540673068036,17.533647521959587,27.696133531876672,-1.4102812080949558,0.31840808849844976,-10.152398785920434,1.7443193545460918,0.9354295593322488,27.352008161428852,43.70420893025747,0.056188511972932474,-0.025125771379257703,0.14418905549394087,0.2360589867920146,0.4623714448206805,0.45391055959158033,3.3242188750216726,31.25348448358361
