team,adjustPoints,autoPoints,cargoPoints,completeRocketRankingPoint,completedRocketFar,completedRocketNear,foulCount,foulPoints,habClimbPoints,habDockingRankingPoint,hatchPanelPoints,rp,sandStormBonusPoints,techFoulCount,teleopPoints,totalPoints,rocketLowPoints,rocketMidPoints,rocketTopPoints,rocketPoints,shipFarPoints,shipNearPoints,shipCenterPoints,shipPoints,ownPoints
frc1080,0.0,3.023451575579496,4.048948963760235,-0.014972957273283313,-0.015938169887656003,0.0,-0.15612569211898633,-0.3698233218969488,3.3540312844145905,0.04692557461719115,0.6633466617395484,0.19977461560927745,3.023451575579496,-0.015017432520842339,8.066326909914368,10.719955163596923,1.060210847452677,0.7452079372263152,0.5902385263810165,2.395657311060009,2.089992350393483,1.315238477843253,-1.0885925137969608,2.3166383144397753,11.693312454538404
frc1086,0.0,3.422548258835037,4.540025584835015,-0.0063971629394095255,0.006958777334840539,0.0,-0.08746859900057619,0.1724972665883965,3.322561534275287,-0.020921155903299578,0.7114757583562076,-0.05854731971811031,3.422548258835037,-0.021944230326465416,8.574062877466513,12.169108402889927,-0.3275251382016996,-0.4493932542755572,-0.22959878747133228,-1.0065171799485888,1.9249407860489298,2.447423140589843,1.885654596501038,6.25801852313981,12.456515006241464
frc1123,0.0,3.326587665641463,1.2448460973052038,0.005992774521308898,0.0,0.0,0.5017036623063816,0.11162865750383254,2.063342604419603,0.06386517497280751,-0.04818136604614001,0.07482549103699832,3.326587665641463,-0.05913528393992107,3.2600073356786674,6.698223658823964,0.8169341909038998,-0.023009526226816738,-0.04112203475824614,0.7528026299188372,0.4630555192312367,0.5091265232722221,-0.5283199411632322,0.4438621013402276,5.613701569860279
frc116,0.0,3.2205820371933243,6.323786068988677,-0.01493770743715903,0.0,0.0,0.3807649032029594,-0.9576578739766847,4.547498923559629,0.258187958413267,0.3584873923245656,0.6045817379880275,3.2205820371933243,0.07824817279020224,11.229772384872877,13.492696548089528,0.9343376353781117,-0.5268237479372021,0.0548586504653059,0.4623725379062141,2.9247187016919933,2.6713606022320526,0.6238216194829843,6.219900923407032,12.603826157345505
frc122,0.0,3.994464488655548,5.021121491982639,-0.01972285850962855,-0.01402041221980897,0.0,-0.03223533098386151,0.13493001318727763,4.001836829946179,0.027538438764342966,1.9948387125492248,0.2939676636203618,3.994464488655548,0.04273307951672112,11.017797034478045,15.147191536320852,0.3414595962652828,-0.1359375124031672,-0.16191575932184354,0.043606324540272856,1.90084465979818,3.249144227306032,1.8223649928873786,6.972353879991592,14.724369800434689
frc1262,0.0,3.366783218519627,8.67643041614973,0.08948118686842862,0.08503494704800582,0.0,0.2590966118437246,0.07986989055311637,5.016883970983063,0.10863190809911384,6.141410910726447,1.0655246774459772,3.366783218519627,-0.035891850242274315,19.834725297859233,23.28137840693199,5.671819601103798,3.466047570665,2.6310285064322496,11.768895678201048,-1.195812821348595,2.556524745852144,1.6882337241715786,3.0489456486751285,22.747245333028157
frc1413,0.0,3.0966368642459203,6.291187438037817,-0.0006885152488022079,-0.002465493269314763,0.0,-0.2021845675210332,1.8176404584288126,5.059440001663987,0.1758671523914801,1.778313622932563,0.778046529410904,3.0966368642459203,-0.026202090199035473,13.128941062634368,18.043218385309103,1.5125085797450584,0.9772138425154594,-0.029340547680029975,2.4603818745804875,3.6806611201324806,1.8306067676623134,0.0978512985950996,5.609119186389891,17.06795044123471
frc1418,0.0,2.6477052545349817,6.227390799492943,0.09022377205682136,0.0,0.0,0.32305085578227327,-0.08564978819981503,4.428048737845717,0.1879085623233862,9.00320862040895,0.8857225113288818,2.6477052545349817,0.05149658896664069,19.6586481577476,22.220703624082777,5.315286683650784,4.705383553658724,5.286726547696249,15.307396785005755,-1.3402334411154706,0.00443335949458623,1.2590027165170188,-0.07679736510386502,20.873731544236005
frc1522,0.0,1.7320681172315804,3.018968299261311,0.00622270525358215,0.0032115303583441558,0.0,0.03470327061806698,1.9051517990641065,-0.05352991382333066,-0.13140969948377074,0.9800857299904737,0.20670507452243764,1.7320681172315804,-0.02826975974068436,3.945524115428456,7.582744031724141,-0.10573090811026563,-0.30155681954861113,-0.13433703176602474,-0.5416247594249017,0.7478815941198531,1.4862112134529666,2.3065859811038685,4.5406787886766855,5.82791025847199
frc1598,0.0,3.832972887001879,1.5100024374825027,-0.012619968953317563,-0.007490372943157084,0.0,-0.32809611481556905,0.0161584907212049,0.8794046079310891,-0.021334935016435547,0.5156784497432886,-0.18072390530861435,3.832972887001879,-0.049117391234840185,2.905085495156878,6.754216872879959,-0.8444554524931077,0.3713458523798984,0.026901761529379148,-0.4462078385838306,-0.24999073475276024,2.4626507669787614,0.25922869358362194,2.471888725809625,8.164403247719033
frc1599,0.0,3.6287089174415574,4.2125539376826975,-0.022031924831048412,-0.007867569704648235,0.0,0.3963968457582173,-0.387008636032237,8.11946148835388,0.3477375019431589,2.633534860919819,0.9431974390279337,3.6287089174415574,0.06672873911782634,14.965550286956399,18.207250568365726,0.7768627191015146,-0.15369666401835416,0.5067479861151857,1.1299140411983464,1.7086899069704848,0.10507955676629775,3.902405293667392,5.7161747574041755,16.804510015062867
frc1610,0.0,5.500038675859214,1.4165295316770399,0.0810914905475563,0.08556708528074854,0.0,0.25372456401628085,0.9776259102435958,2.227676852428009,-0.06228587137933182,10.529362621919315,1.1277429135879475,5.500038675859214,0.06138883201697435,14.173569006024374,20.65123359212718,4.374402949900031,3.4110181432570394,3.0258770178007217,10.81129811095779,0.320098342134118,-0.35342897055603606,1.167924671060483,1.1345940426385646,18.359934501681963
frc1629,0.0,3.4174421660976386,3.944845778860908,0.0013536263934324166,0.0,0.0,1.0381738071257682,-0.21285653089130374,2.396347697736419,-0.073900083467182,4.72919029146543,0.2652447310612949,3.4174421660976386,-0.05675431846858256,11.07038376806275,14.274969403269084,2.2644423352238525,0.7444028253884732,0.5396350747381974,3.548480235350523,0.11448436113355359,0.9601728565526669,4.050898617289592,5.1255558349758115,11.884093379000335
frc1719,0.0,2.6007866721832618,2.181140238905714,0.09312940934509457,0.0,0.0,-0.17676988756143458,2.75436235108977,7.415911510399402,0.3328636886494737,2.5738935776062393,0.8408328428003532,2.6007866721832618,-0.06101535802703625,12.170945326911351,17.526094350184394,2.8241389619028783,0.6888595222398924,0.17252867550975648,3.6855271596525285,-1.7329026188939027,0.9196480899900121,1.8827611857633162,1.0695066568594247,15.851179884022253
