"frc122","frc5724","frc2028","2018vapor_f1m1_red","f","2018vapor"
"frc5546","frc6334","frc977","2018vapor_f1m1_blue","f","2018vapor"
"frc122","frc5724","frc2028","2018vapor_f1m2_red","f","2018vapor"
"frc5546","frc6334","frc977","2018vapor_f1m2_blue","f","2018vapor"
"frc122","frc5724","frc2028","2018vapor_f1m3_red","f","2018vapor"
"frc5546","frc6334","frc977","2018vapor_f1m3_blue","f","2018vapor"
"frc2363","frc3072","frc5950","2018vapor_qf1m1_red","qf","2018vapor"
"frc2998","frc6189","frc6882","2018vapor_qf1m1_blue","qf","2018vapor"
"frc2363","frc3072","frc5950","2018vapor_qf1m2_red","qf","2018vapor"
"frc2998","frc6189","frc6882","2018vapor_qf1m2_blue","qf","2018vapor"
"frc122","frc5724","frc2028","2018vapor_qf2m1_red","qf","2018vapor"
"frc5804","frc6194","frc1080","2018vapor_qf2m1_blue","qf","2018vapor"
"frc122","frc5724","frc2028","2018vapor_qf2m2_red","qf","2018vapor"
"frc5804","frc6194","frc1080","2018vapor_qf2m2_blue","qf","2018vapor"
"frc122","frc5724","frc2028","2018vapor_qf2m3_red","qf","2018vapor"
"frc5804","frc6194","frc1080","2018vapor_qf2m3_blue","qf","2018vapor"
"frc5546","frc6334","frc977","2018vapor_qf3m1_red","qf","2018vapor"
"frc1522","frc2890","frc1137","2018vapor_qf3m1_blue","qf","2018vapor"
"frc5546","frc6334","frc977","2018vapor_qf3m2_red","qf","2018vapor"
"frc1522","frc2890","frc1137","2018vapor_qf3m2_blue","qf","2018vapor"
"frc422","frc1610","frc3359","2018vapor_qf4m1_red","qf","2018vapor"
"frc4638","frc3136","frc5957","2018vapor_qf4m1_blue","qf","2018vapor"
"frc422","frc1610","frc3359","2018vapor_qf4m2_red","qf","2018vapor"
"frc4638","frc3136","frc5957","2018vapor_qf4m2_blue","qf","2018vapor"
"frc2363","frc2998","frc1137","2018vapor_qm1_red","qm","2018vapor"
"frc5957","frc2890","frc617","2018vapor_qm1_blue","qm","2018vapor"
"frc2028","frc6189","frc5954","2018vapor_qm10_red","qm","2018vapor"
"frc1522","frc977","frc617","2018vapor_qm10_blue","qm","2018vapor"
"frc1446","frc1793","frc4286","2018vapor_qm11_red","qm","2018vapor"
"frc3359","frc3072","frc6882","2018vapor_qm11_blue","qm","2018vapor"
"frc422","frc122","frc5724","2018vapor_qm12_red","qm","2018vapor"
"frc6312","frc1137","frc5546","2018vapor_qm12_blue","qm","2018vapor"
"frc1080","frc6194","frc5957","2018vapor_qm13_red","qm","2018vapor"
"frc6021","frc5954","frc6334","2018vapor_qm13_blue","qm","2018vapor"
"frc617","frc3136","frc1908","2018vapor_qm14_red","qm","2018vapor"
"frc2998","frc6882","frc1793","2018vapor_qm14_blue","qm","2018vapor"
"frc3072","frc2363","frc3389","2018vapor_qm15_red","qm","2018vapor"
"frc1137","frc3359","frc977","2018vapor_qm15_blue","qm","2018vapor"
"frc5724","frc1446","frc5546","2018vapor_qm16_red","qm","2018vapor"
"frc5804","frc1080","frc5950","2018vapor_qm16_blue","qm","2018vapor"
"frc4638","frc1610","frc2028","2018vapor_qm17_red","qm","2018vapor"
"frc7330","frc6312","frc435","2018vapor_qm17_blue","qm","2018vapor"
"frc539","frc6021","frc2890","2018vapor_qm18_red","qm","2018vapor"
"frc1522","frc2068","frc122","2018vapor_qm18_blue","qm","2018vapor"
"frc977","frc6189","frc422","2018vapor_qm19_red","qm","2018vapor"
"frc4286","frc1908","frc6334","2018vapor_qm19_blue","qm","2018vapor"
"frc2028","frc6021","frc4286","2018vapor_qm2_red","qm","2018vapor"
"frc6194","frc3389","frc3136","2018vapor_qm2_blue","qm","2018vapor"
"frc6312","frc3136","frc4638","2018vapor_qm20_red","qm","2018vapor"
"frc3359","frc1793","frc6194","2018vapor_qm20_blue","qm","2018vapor"
"frc2998","frc435","frc5954","2018vapor_qm21_red","qm","2018vapor"
"frc5724","frc2028","frc3389","2018vapor_qm21_blue","qm","2018vapor"
"frc3072","frc2068","frc1610","2018vapor_qm22_red","qm","2018vapor"
"frc6021","frc5957","frc422","2018vapor_qm22_blue","qm","2018vapor"
"frc1137","frc5950","frc2890","2018vapor_qm23_red","qm","2018vapor"
"frc539","frc1080","frc6189","2018vapor_qm23_blue","qm","2018vapor"
"frc5546","frc1522","frc7330","2018vapor_qm24_red","qm","2018vapor"
"frc617","frc5804","frc4286","2018vapor_qm24_blue","qm","2018vapor"
"frc2363","frc6882","frc5724","2018vapor_qm25_red","qm","2018vapor"
"frc6312","frc1446","frc122","2018vapor_qm25_blue","qm","2018vapor"
"frc977","frc1610","frc6021","2018vapor_qm26_red","qm","2018vapor"
"frc2068","frc1137","frc539","2018vapor_qm26_blue","qm","2018vapor"
"frc1522","frc4638","frc5950","2018vapor_qm27_red","qm","2018vapor"
"frc3072","frc2890","frc2998","2018vapor_qm27_blue","qm","2018vapor"
"frc122","frc5954","frc7330","2018vapor_qm28_red","qm","2018vapor"
"frc6882","frc422","frc1446","2018vapor_qm28_blue","qm","2018vapor"
"frc1793","frc2028","frc1908","2018vapor_qm29_red","qm","2018vapor"
"frc5546","frc6334","frc1080","2018vapor_qm29_blue","qm","2018vapor"
"frc6312","frc3072","frc5950","2018vapor_qm3_red","qm","2018vapor"
"frc5804","frc1522","frc1908","2018vapor_qm3_blue","qm","2018vapor"
"frc6194","frc617","frc435","2018vapor_qm30_red","qm","2018vapor"
"frc5957","frc3359","frc5804","2018vapor_qm30_blue","qm","2018vapor"
"frc4286","frc3389","frc6189","2018vapor_qm31_red","qm","2018vapor"
